paragraph,label
入 管 制、 定 期 宣 導 與 即 時 溝 通等，降低危害發生的可能性,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
損傷之虞時，相關部門主管擔任應變成員，採取應變任務進行救災，發揮群組互助功能，使災害損失風險減至最低程度,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
最低，並經由調查檢討發生原因及預防方法，以防止類似事故再發生,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
展開備援機制，讓公司得以不受為確保災害事故發生時，可立即影響繼續保持運作,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
調整生產及出貨,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
級、收集受災狀況、提供對生產及出貨之影響、提出因應措施、進行後續追蹤直至狀況解除或生產恢復正常,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
金額係依據聯發科技各幣別資金需求部位為準,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
個基本點，分析對聯發科技的損益影響程度,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
事件發生,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
練或宣導，提高員工安全意識,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
一次溝通宣導,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
月進行資安查核，相關查核結果會通報主管及委員會,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
技 術、 文 件 分 類 保 護 與 研 發 環境， 由 內 部 稽 核 處 執 行 年 度 查核， 協 助 事 業 單 位 與 IT 強 化 資安保護機制,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
工作，建立公司各產品線開發產品的一致作法,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
顧問評核，聯發科技成為台灣第一家獲得該安全評核的企業，展現在產品開發過程中，從需求、設計、編碼、測試、到交付等不同階段，皆已導入接軌國際標準的強化控制措施,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
關 安 全 性 問 題 的 修 正,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
時掌控漏洞情資狀況的目的,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
名安全研究者對聯發科技產品進制定等重要議題,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
行研究，協助提前找出產品安全漏洞並進行修補，降低安全漏洞的風險，並向客戶及消費者展現聯發科技重視產品安全的決心,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
持續推動內部教育訓練，強化全體同仁產品安全意識與標準產品安全開發程序,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
響，了解公司的年度環保主軸方向，並在工作業務上配合各項環保政策,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技的資訊安全管理制度，包括但不限於：特權帳號管理、資訊系統弱點掃描、滲透測試、惡意程式檢測、多因子驗證機制、社交工程演練等，並於重要資訊系統與網路出口配置入侵偵測系統,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
立有專責資安單位來確保資安事件處置的有效性,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
全公司同仁進入辦公室皆需配戴口罩，每日確實填寫健康問卷,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
定期關懷員工之健康狀態,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]"
健康中心依健康打卡結果，根據個人健康狀況及旅遊接觸史，進行員工健康分級並採行不同的防疫措施，每日持續追蹤及定期關懷員工之健康狀態,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
建立確診個案發生後的標準作業，快速進行風險排除。以確診者為中心之直接相鄰及密切接觸之同仁，必須配合在家工作；在家工作期間若出現發燒症狀，應立即就醫治療及篩檢。同仁確診治療後， 應待醫生確認無虞，再返回公司上班，以降低傳播病毒的風險,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
配合疾管署公告之旅遊警示區域，高風險疫區，需經核可後，始可前往出差,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
確保出差人員之各項防疫安全準備，其中包含防疫包提供、艙等及當地交通及住宿安排之升級,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
同仁自國外出差返台須遵守防疫署規定,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
洞影響公司業務。聯發科技透過以上資安管理措施，建立企業可信任環境,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
聯發科技持續驗證資安執行情形：2020 年導入紅隊演練，找出企業架構中的防護盲點 ; 2021 年取得 TCSA資安領袖獎第二名，仍持續重視資安防護，延伸至企業應用所及之處，包括 :  檢視企業網路邊界強化端點存取安全，完善雲端資安防護。聯發科技亦於 HITCON 2021  與科技部資安前瞻計畫，合作軟體自動化安全檢測技術 Workshop，以及在 SP-ISAC 園區資安研討會分享資安技術，多方面培育產業所需之資安人才，持續展現企業資安表率,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
所有訪客於大廳櫃檯換證時，需填寫「健康聲明表」，並接受量測體溫,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
訪客及駐場人員量測體溫超過 38 度者，不可入內,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
確認無疫區旅遊或確診者接觸史，且量測體溫未超過 38  度者，除清潔雙手外，洽公期間一律要求全程配戴口罩,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
公共區域如電梯、訪客會議區、大廳、廁所及門把進行消毒擦拭進行定期性清潔消毒,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
所有辦公大樓、電梯、大型會議室及訓練教室入口處及各樓層茶水間皆增設酒精消毒設備,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
潔等不同類別的防疫準則。管理權責由人力資源本部執掌，負責辦法之制定、修訂及落實；於重大傳染病針對防疫需求而產生的假別，依據主管機關所公告實施的假勤措施，並於公司內公告實施,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
防疫專區  在內部的員工公告平台上設立防疫專區，隨時提供即時及最新的防疫公告,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
並向人力資源部最高權責主管，提出因應的防疫措施,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
社交平台運用  考量因為疫情可能成遠距工作的不便，除公司內部的防疫平台專區外，另於可運用的外部社交平台上，如微信、LINE 平台建立企業專區，隨時更新全球最新疫情變化及防疫措施公告,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
防疫懶人包  建立同仁正確的防疫觀念，製作各項內部文宣及手冊，以簡單的圖示說明，進而落實個人、居家照顧的防疫行動,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
根據全球投資人權威雜誌《機構投資人 (Institutional Investor)》發布的 2021 年半導體業亞洲公司管理團隊 (All-Asia Executive Team) 排名中，聯發科技在最受尊崇企業、最佳 ESG 公司、最佳執行長、最佳財務長、最佳投資人關係經理人、最佳投資人關係方案等獎項中皆位居前三名,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
聯發科技十分重視全球投資人的反饋，除設置發言人制度，亦指定專人負責蒐集及揭露公司即時資訊供利害關係人參考。同時，透過國內論壇、路演 (Roadshow)  及投資法人訪談與投資人互動並聽取建言，並將其作為未來發展策略之重要參考,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
聯發科技於每年度舉辦股東大會並按議事規則確實執行須經由股東會決議之事項以落實股東權益之維護,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
與全球股東及投資人雙向暢通之溝通管道，聯發科技於 2012 年起實行電子投票並配合國內外投資人之公司拜訪需求，以全方位蒐集股東及投資人之意見,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
2020 年面對新冠肺炎疫情，聯發科技就股東常會的召開，除了鼓勵股東進行電子投票外，另依主管機關所公布之「因應防疫召開股東會之作業指引」採取相關防疫措施，如：保持社交距離 ( 梅花座 )；股東及股東會場內外工作人員，均全程佩戴口罩；於股東辦理報到作業前，安排工作人員幫股東量測體溫，並提前受理股東報到時間，避免影響股東開會權利,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
根據聯發科技公司章程規定，分派股利須視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平衡股利及公司長期財務規劃等，每年依法由董事會擬具分派案並提報股東會,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
依財務、業務及經營面等因素考量是否將當年度可分配盈餘全數分派，然其中股東現金紅利分派之比例不得低於股東股利總額百分之十,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
外部查證，有效進行溫室氣體之申報與減量活動,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
聯發科技為無製造工廠的晶片研發設計公司，根據風險調查與碳足跡盤查後發現，主要對社會與環境產生衝擊影響的關鍵在於後端製造作業，故聯發科技的首要任務為與供應商共同合作，降低社會與環境相關的潛在風險,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
與供應商建立互信且穩定的夥伴關係，共同成長，進而建構永續商業模式。透過 ESG 三大面向進行供應商篩選，確認供應商的管理制度建立與組織編制、每年 / 月進行實地 / 書面稽核、安排相關教育訓練或改善會議，並舉辦供應商大會表揚鼓勵優質供應商,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
透過供應鏈論壇，呼籲供應鏈夥伴積極因應氣候變遷之風險，除共同制定碳排強度減量 2% 之目標，也制定 獎勵機制，依據企業永續評分標準結果，頒發最佳企業永續供應商獎項，激勵激勵供應鏈夥伴重視 ESG，相互學習並持續精進行動計劃與專案，共同邁向永續價值鏈,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
[ 註 ] 關鍵供應商定義為 2021 年聯發科技產品供給產能前三大及潛在合作後段供應商 (OSAT) 共有 7 家,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
氣候變遷衝擊全球生態環境，為因應全球暖化及共同減碳責任，環境議題為目前聯發科技高度關注之永續議題，以營運的環境友善為宗旨，展開責任供應鏈管理、氣候風險鑑別與因應、資源管理等工作，持續與供應商合作，並要求自我管制及不斷提升資源使用效率，期望達到與環境永續發展的目標,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
聯發科技做為全球半導體產業技術領導者，在整體價值鏈中位於最前端的晶片設計，後端的原物料採購、代工製造、封裝與測試等環節皆交由供應商執行，形成專業分工與互相合作的夥伴關係。根據風險調查與碳足跡盤查發現，主要對社會與環境產生衝擊影響的關鍵在於後端製造作業，故如何與供應商共同合作，以降低社會與環境相關的潛在風險，為聯發科技發展綠色營運的首要任務,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
聯發科技以建構永續商業模式為願景，彙整經濟、社會及環境三大面向相關標準與倡議，制訂責任供應鏈管理機制與 ESG 風險評估並結合採購行為，新供應商需先通過 ESG 風險評估審查後，才可列為採購對象，而核可後的合格供應商仍會被持續稽查其符合性，以確保供應商確實遵從各項管理規章，聯發科技藉由年度稽核、供應商大會以及論壇等方式，持續發揮產業領導者的影響力，偕同價值鏈夥伴共同打造永續發展商業模式,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"為了與供應商建立長期穩定合作關係，聯發科技將永續發展之理念，融入永續供應鏈的管理方針中，藉以預先管控可能發生的風險，同時發掘出潛在的市場契機。自 2016 年啟動社會責任稽核，除了要求供應商簽署社會責任保證聲明之外，我們亦透過責任商業聯盟 (Responsible Business Alliance, RBA)  之 RBA online 線上管理系統管理供應商永續作為及其績效","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技在 2015 年將責任商業聯盟行為準則、國際勞工組織三方原則宣言、聯合國世界人權宣言等準則與倡議，正式列入聯發科技供應商行為準則，要求所有供應商響應與遵守。作為全球電子產業供應鏈的優質企業，聯發科技持續維護從業人員及群體權利福祉，我們制定之供應商行為準則涵蓋五大面向：勞工與人權、健康與安全、環境保護、職業道德與管理體系，共有 39 項對應指標，持續回應國際上所重視之社會責任標準,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
由於全球客戶甚至社會大眾所關注的議題，已從對價格、品質及服務標準的重視，逐漸擴大到對當地國的社會及環境法規標準與法律責任的重視，因此聯發科技彙整經濟、社會及環境三大面向相關評鑑標準，監督供應鏈確切遵循並持續加強公司治理、節能減碳、綠色生產、員工照顧及擴大社會參與等等企業永續發展的任務，以避免任一環節的不當管理造成汙染環境、產品品質異常、生產產能、人力短缺等等損害利害關係人相關利益之風險，而這些風險將會造成聯發科技出貨異常、成本上升、營收下降，進而影響公司聲譽、形象及競爭力,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
評估面向與標準如下表，經風險評估合格者 ( ≧ 60 分 )，列為優先採購對象，反之則屬於高風險供應商，需先通過聯發科技到場稽核或書面稽查等方式，經實際查檢符合 ESG 要求後，始可列為採購對象,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
輔導或協助後仍無法達標者，則降低交易量或終止交易,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
助於供應商了解聯發科技對其永續作為的重視與具體要求,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
依上述認證取得比例並按權重評核後，供應商皆符合 ESG 評鑑標準，無經濟、環境與社會面向等相關的潛在的高風險,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技認為承諾是一家公司展現永續具體作為的第一步,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
任（是否具提承諾法律義務與作為）,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
承諾的範圍越廣、承擔的責任越深，在此構面將獲得較好的績效,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
以便了解供應商的各項作為的管理手法和成果,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
了 解、 審 核,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
供應商與聯發科技合作，共同成長並建構永續商業模式，故針對與聯發科技配合的專案，亦進行成果評分,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
果，亦是聯發科技審核的要項,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
是否積極獲得國內、外獎項，如：TCSA 各項獎項等,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
聯發科技召開溝通會議與供應商溝通四大構面評估內容，並執行實地稽核確查供應商提供的實績資訊與紀錄，2021 年聯發科技執行第一階段評鑑，針對 7 家關鍵供應商檢核，合格率 ( 評鑑分數 60 分以上 ) 為 71%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
[ 註 ] 關鍵供應商：2021 年聯發科技產品供給產能前三大及潛在合作後段供應商 (OSAT) 共有 7 家,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
人權維護是聯發科技社會責任發展的核心理念之一，我們從 2011 年開始進行衝突礦產調查，依據「CFSP 無衝突礦產冶煉廠計畫」、「RBA 責任商業聯盟」、「GeSI  全球永續議題 e 化倡議組織」等規範，要求供應商提出不使用衝突地區物質的「無衝突金屬保證書」，證明其產品所使用的金屬皆無來自於衝突區。除 3TG 盡責調查之外，自 2018 年持續使用 CRT 對供應商展開鈷調查，雖仍未正式列為衝突礦產，但各供應商仍盡職揭露可知資訊，待正式列為衝突礦產後，各廠家必定詳細揭露所有冶煉廠資訊,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
